Subplot	Taxon	Cover	Comments	Insert user	Insert time	Update user	Update time
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 1	Argentina anserina (Tágamura)	15-25		olgakolbrun	02-12-2020 08:07		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 1	Ranunculus acris	0.1-1.5		olgakolbrun	02-12-2020 08:09		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 1	Trifolium repens (Hvítsmári)	2.5-7.5		olgakolbrun	02-12-2020 08:10		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 1	Poa annua (Varpasveifgras)	15-25		olgakolbrun	02-12-2020 08:10		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 1	Agrostis capillaris (Hálíngresi)	25-35		olgakolbrun	02-12-2020 08:11		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 1	Anthoxanthum nipponicum	2.5-7.5	Þetta er ilmreyr, gamli Antho odo	olgakolbrun	02-12-2020 08:11		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 1	Festuca vivipara (Blávingull)	1.5-2.5		olgakolbrun	02-12-2020 08:12		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 1	Equisetum pratense (Vallelfting)	0.1-1.5		olgakolbrun	02-12-2020 08:12		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 1	Luzula multiflora	0.1-1.5		olgakolbrun	02-12-2020 08:13		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 2	Argentina anserina (Tágamura)	2.5-7.5		olgakolbrun	14-12-2020 10:08		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 2	Ranunculus acris	2.5-7.5		olgakolbrun	14-12-2020 10:09		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 2	Trifolium repens (Hvítsmári)	25-35		olgakolbrun	14-12-2020 10:09		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 2	Agrostis capillaris (Hálíngresi)	25-35		olgakolbrun	14-12-2020 10:10		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 2	Anthoxanthum nipponicum	0.1-1.5		olgakolbrun	14-12-2020 10:10		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 2	Festuca vivipara (Blávingull)	7.5-15		olgakolbrun	14-12-2020 10:11		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 2	Equisetum pratense (Vallelfting)	0.1-1.5		olgakolbrun	14-12-2020 10:11		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 2	Thymus praecox (Blóðberg)	0.1-1.5		olgakolbrun	14-12-2020 10:12		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 3	Agrostis capillaris (Hálíngresi)	0.1-1.5		olgakolbrun	14-12-2020 10:14		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 3	Festuca vivipara (Blávingull)	15-25		olgakolbrun	14-12-2020 10:14		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 3	Thymus praecox (Blóðberg)	75-85		olgakolbrun	14-12-2020 10:15		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 4	Argentina anserina (Tágamura)	1.5-2.5		olgakolbrun	14-12-2020 10:16		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 4	Ranunculus acris	1.5-2.5		olgakolbrun	14-12-2020 10:17		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 4	Trifolium repens (Hvítsmári)	15-25		olgakolbrun	14-12-2020 10:17		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 4	Poa annua (Varpasveifgras)	7.5-15		olgakolbrun	14-12-2020 10:18		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 4	Agrostis capillaris (Hálíngresi)	15-25		olgakolbrun	14-12-2020 10:18		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 4	Anthoxanthum nipponicum	0.1-1.5		olgakolbrun	14-12-2020 10:18		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 4	Festuca vivipara (Blávingull)	2.5-7.5		olgakolbrun	14-12-2020 10:19		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 4	Agrostis stolonifera (Skriðlíngresi)	2.5-7.5		olgakolbrun	14-12-2020 10:19		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 4	Plantago major (Græðisúra)	7.5-15		olgakolbrun	14-12-2020 10:19		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 4	Prunella vulgaris (Blákolla)	7.5-15		olgakolbrun	14-12-2020 10:20		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 4	Juncus alpinoarticulatus (Mýrasef)	0.1-1.5		olgakolbrun	14-12-2020 10:20		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 5	Ranunculus acris	0.1-1.5		olgakolbrun	14-12-2020 10:23		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 5	Trifolium repens (Hvítsmári)	25-35		olgakolbrun	14-12-2020 10:23		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 5	Agrostis capillaris (Hálíngresi)	2.5-7.5		olgakolbrun	14-12-2020 10:24		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 5	Festuca vivipara (Blávingull)	2.5-7.5		olgakolbrun	14-12-2020 10:24		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 5	Agrostis stolonifera (Skriðlíngresi)	65-75		olgakolbrun	14-12-2020 10:24		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 5	Plantago major (Græðisúra)	0.1-1.5		olgakolbrun	14-12-2020 10:25		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 5	Prunella vulgaris (Blákolla)	0.1-1.5		olgakolbrun	14-12-2020 10:25		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 5	Juncus alpinoarticulatus (Mýrasef)	0.1-1.5		olgakolbrun	14-12-2020 10:25		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 5	Juncus articulatus (Laugasef)	0.1-1.5		olgakolbrun	14-12-2020 10:25		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 5	Sagina procumbens (Skammkrækill)	0.1-1.5		olgakolbrun	14-12-2020 10:25		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 6	Ranunculus acris	0.1-1.5		olgakolbrun	14-12-2020 17:13		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 6	Trifolium repens (Hvítsmári)	2.5-7.5		olgakolbrun	14-12-2020 17:13		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 6	Agrostis capillaris (Hálíngresi)	2.5-7.5		olgakolbrun	14-12-2020 17:14		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 6	Anthoxanthum nipponicum	0.1-1.5		olgakolbrun	14-12-2020 17:14		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 6	Festuca vivipara (Blávingull)	35-45		olgakolbrun	14-12-2020 17:14		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 6	Thymus praecox (Blóðberg)	15-25		olgakolbrun	14-12-2020 17:15		
13098 - Vöktun náttúruverndarsvæða - GD-S1 - 07-08-2020 - 6	Prunella vulgaris (Blákolla)	0.1-1.5		olgakolbrun	14-12-2020 17:15		
13098 - Vöktun náttúruverndarsvæða - GD-S2 - 07-08-2020 - 3	Agrostis stolonifera (Skriðlíngresi)	0.1-1.5		olgakolbrun	14-12-2020 17:33		
13098 - Vöktun náttúruverndarsvæða - GD-S2 - 07-08-2020 - 3	Festuca vivipara (Blávingull)	0.1-1.5		olgakolbrun	14-12-2020 17:33		
13098 - Vöktun náttúruverndarsvæða - GD-S2 - 07-08-2020 - 6	Poa pratensis	0.1-1.5		olgakolbrun	14-12-2020 17:35		
13098 - Vöktun náttúruverndarsvæða - GD-S2 - 07-08-2020 - 5	Festuca vivipara (Blávingull)	0.1-1.5		olgakolbrun	14-12-2020 17:38		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 1	Agrostis stolonifera (Skriðlíngresi)	1.5-2.5		nna.stella	12-04-2021 15:00		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 1	Euphrasia frigida (Augnfró)	0.1-1.5		nna.stella	12-04-2021 15:07		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 1	Thymus praecox (Blóðberg)	0.1-1.5		nna.stella	12-04-2021 15:08		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 1	Cerastium fontanum (Vegarfi)	0.1-1.5		nna.stella	12-04-2021 15:09		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 2	Agrostis stolonifera (Skriðlíngresi)	2.5-7.5		nna.stella	12-04-2021 15:22		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 2	Euphrasia frigida (Augnfró)	0.1-1.5		nna.stella	12-04-2021 15:23		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 2	Thymus praecox (Blóðberg)	25-35		nna.stella	12-04-2021 15:23		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 2	Cerastium fontanum (Vegarfi)	0.1-1.5		nna.stella	12-04-2021 15:24		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 2	Sagina procumbens (Skammkrækill)	0.1-1.5		nna.stella	12-04-2021 15:25		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 2	Ophioglossum azoricum (Naðurtunga)	1.5-2.5		nna.stella	12-04-2021 15:26		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 3	Agrostis stolonifera (Skriðlíngresi)	0.1-1.5		nna.stella	12-04-2021 15:33		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 3	Thymus praecox (Blóðberg)	2.5-7.5		nna.stella	12-04-2021 15:34		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 4	Thymus praecox (Blóðberg)	2.5-7.5		nna.stella	12-04-2021 15:44		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 4	Cerastium fontanum (Vegarfi)	0.1-1.5		nna.stella	12-04-2021 15:44		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 5	Agrostis stolonifera (Skriðlíngresi)	1.5-2.5		nna.stella	12-04-2021 15:53		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 5	Thymus praecox (Blóðberg)	2.5-7.5		nna.stella	12-04-2021 15:53		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 5	Ophioglossum azoricum (Naðurtunga)	0.1-1.5		nna.stella	12-04-2021 15:54		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 6	Agrostis stolonifera (Skriðlíngresi)	2.5-7.5		nna.stella	12-04-2021 15:58		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 6	Euphrasia frigida (Augnfró)	0.1-1.5		nna.stella	12-04-2021 15:59		
13098 - Vöktun náttúruverndarsvæða - Lh-S1 - 25-08-2020 - 6	Thymus praecox (Blóðberg)	15-25		nna.stella	12-04-2021 16:00		
13098 - Vöktun náttúruverndarsvæða - Lh-S2 - 25-08-2020 - 2	Poa glauca (Blásveifgras)	0.1-1.5		nna.stella	13-04-2021 09:03		
13098 - Vöktun náttúruverndarsvæða - Lh-S2 - 25-08-2020 - 2	Cerastium fontanum (Vegarfi)	0.1-1.5		nna.stella	13-04-2021 09:04		
13098 - Vöktun náttúruverndarsvæða - Lh-S2 - 25-08-2020 - 3	Poa glauca (Blásveifgras)	0.1-1.5		nna.stella	13-04-2021 09:09		
13098 - Vöktun náttúruverndarsvæða - Lh-S2 - 25-08-2020 - 3	Cerastium fontanum (Vegarfi)	0.1-1.5		nna.stella	13-04-2021 09:09		
13098 - Vöktun náttúruverndarsvæða - Lh-S2 - 25-08-2020 - 3	Thymus praecox (Blóðberg)	1.5-2.5		nna.stella	13-04-2021 09:10		
13098 - Vöktun náttúruverndarsvæða - Lh-S2 - 25-08-2020 - 4	Agrostis stolonifera (Skriðlíngresi)	0.1-1.5	Ekki greint til tegundar. Agrostis spp. Skráð sem skriðlíngreis þar sem það fannst í smáreit á brún stígsins.	nna.stella	13-04-2021 09:15	nna.stella	19-04-2021 15:23
13098 - Vöktun náttúruverndarsvæða - Lh-S2 - 25-08-2020 - 5	Cerastium fontanum (Vegarfi)	0.1-1.5		nna.stella	13-04-2021 09:23		
13098 - Vöktun náttúruverndarsvæða - Lh-S2 - 25-08-2020 - 5	Thymus praecox (Blóðberg)	2.5-7.5		nna.stella	13-04-2021 09:24		
13098 - Vöktun náttúruverndarsvæða - Lh-S2 - 25-08-2020 - 5	Agrostis stolonifera (Skriðlíngresi)	2.5-7.5		nna.stella	13-04-2021 09:24		
13098 - Vöktun náttúruverndarsvæða - Lh-S2 - 25-08-2020 - 5	Sagina procumbens (Skammkrækill)	2.5-7.5		nna.stella	13-04-2021 09:24		
13098 - Vöktun náttúruverndarsvæða - Lh-S2 - 25-08-2020 - 6	Thymus praecox (Blóðberg)	1.5-2.5		nna.stella	13-04-2021 09:29		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Ophioglossum azoricum (Naðurtunga)	3		nna.stella	30-11-2021 14:20		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Thymus praecox (Blóðberg)	2		nna.stella	30-11-2021 14:22		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Alchemilla alpina (Ljónslappi)	2		nna.stella	30-11-2021 14:23		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Galium verum (Gulmaðra)	3		nna.stella	30-11-2021 14:24		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Equisetum arvense	3		nna.stella	30-11-2021 14:24		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Euphrasia frigida (Augnfró)	3		nna.stella	30-11-2021 14:25		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Festuca rubra (Vingull)	2		nna.stella	30-11-2021 14:25		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Agrostis capillaris (Hálíngresi)	1		nna.stella	30-11-2021 14:26		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Avenella flexuosa (Bugðupuntur)	3		nna.stella	30-11-2021 14:27		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Leontodon autumnalis (Skarifífill)	3		nna.stella	30-11-2021 14:27		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Festuca vivipara (Blávingull)	3		nna.stella	30-11-2021 14:28		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Taraxacum (Túnfíflar)	3		nna.stella	30-11-2021 14:28		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Cerastium fontanum (Vegarfi)	3		nna.stella	30-11-2021 14:29		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Viola canina (Týsfjóla)	2		nna.stella	30-11-2021 14:29		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Gentianella campestris (Maríuvöndur)	3		nna.stella	30-11-2021 14:30		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Botrychium lunaria (Tungljurt)	3		nna.stella	30-11-2021 14:30		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Veronica officinalis (Hárdepla)	3		nna.stella	30-11-2021 14:31		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Ranunculus subborealis (Brennisóley)	3		nna.stella	30-11-2021 14:31		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Galium normanii (Hvítmaðra)	3		nna.stella	30-11-2021 14:31		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Achillea millefolium (Vallhumall)	3		nna.stella	30-11-2021 14:32		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-01 - 30-08-2021 - 0	Luzula multiflora	3		nna.stella	30-11-2021 14:32		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Carex bigelowii	3		nna.stella	30-11-2021 14:50		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Avenella flexuosa (Bugðupuntur)	2		nna.stella	30-11-2021 14:51		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Agrostis capillaris (Hálíngresi)	1		nna.stella	30-11-2021 14:51		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Nardus stricta (Finnungur)	2		nna.stella	30-11-2021 14:51		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Festuca rubra (Vingull)	2		nna.stella	30-11-2021 14:52		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Luzula multiflora	3		nna.stella	30-11-2021 14:52		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Rumex acetosa	3		nna.stella	30-11-2021 14:52		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Alchemilla alpina (Ljónslappi)	3		nna.stella	30-11-2021 14:53		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Leontodon autumnalis (Skarifífill)	3		nna.stella	30-11-2021 14:53		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Bistorta vivipara (Kornsúra)	3		nna.stella	30-11-2021 14:53		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Ranunculus subborealis (Brennisóley)	3		nna.stella	30-11-2021 14:54		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Luzula spicata (Axhæra)	3		nna.stella	30-11-2021 14:54		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Omalotheca supina (Grámulla)	3		nna.stella	30-11-2021 14:54		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Sibbaldia procumbens (Fjallasmári)	3		nna.stella	30-11-2021 14:55		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Salix arctica (Fjallavíðir)	3		nna.stella	30-11-2021 14:55		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Veronica officinalis (Hárdepla)	3		nna.stella	30-11-2021 14:56		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Erigeron borealis (Jakobsfífill)	3		nna.stella	30-11-2021 14:56		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Betula nana (Fjalldrapi)	3		nna.stella	30-11-2021 14:56		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Taraxacum (Túnfíflar)	3		nna.stella	30-11-2021 14:57		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Geranium sylvaticum (Blágresi)	3		nna.stella	30-11-2021 14:57		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Kobresia myosuroides (Þursaskegg)	3		nna.stella	30-11-2021 14:58		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Rhinanthus minor	3		nna.stella	30-11-2021 14:58		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Alchemilla filicaulis	3		nna.stella	30-11-2021 14:58		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Plantago major (Græðisúra)	3		nna.stella	30-11-2021 14:59		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Trifolium repens (Hvítsmári)	3		nna.stella	30-11-2021 14:59		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Agrostis stolonifera (Skriðlíngresi)	3		nna.stella	30-11-2021 14:59		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Pyrola minor (Klukkublóm)	3		nna.stella	30-11-2021 15:00		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Ophioglossum azoricum (Naðurtunga)	3		nna.stella	30-11-2021 15:00		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Vaccinium myrtillus (Aðalbláberjalyng)	3		nna.stella	30-11-2021 15:00		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Viola palustris (Mýrfjóla)	2		nna.stella	30-11-2021 15:01		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Equisetum arvense	3		nna.stella	30-11-2021 15:01		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Cerastium fontanum (Vegarfi)	3		nna.stella	30-11-2021 15:02		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Viola canina (Týsfjóla)	3		nna.stella	30-11-2021 15:02		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Galium verum (Gulmaðra)	3		nna.stella	30-11-2021 15:02		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Galium normanii (Hvítmaðra)	3		nna.stella	30-11-2021 15:03		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Thymus praecox (Blóðberg)	2		nna.stella	30-11-2021 15:03		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Anthoxanthum odoratum (Ilmreyr)	3		nna.stella	30-11-2021 15:04		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Calluna vulgaris (Beitilyng)	3		nna.stella	30-11-2021 15:04		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Festuca vivipara (Blávingull)	3		nna.stella	30-11-2021 15:05		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Equisetum hyemale (Eski)	3		nna.stella	30-11-2021 15:05		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Botrychium lunaria (Tungljurt)	3		nna.stella	30-11-2021 15:05		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Tofieldia pusilla (Sýkigras)	3		nna.stella	30-11-2021 15:05		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Selaginella selaginoides (Mosajafni)	3		nna.stella	30-11-2021 15:06		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Euphrasia frigida (Augnfró)	3		nna.stella	30-11-2021 15:06		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Achillea millefolium (Vallhumall)	3		nna.stella	30-11-2021 15:06	nna.stella	30-11-2021 15:07
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Empetrum nigrum (Krækilyng)	3		nna.stella	30-11-2021 15:07		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Myosotis arvensis (Gleym-mér-ei)	3		nna.stella	30-11-2021 15:08		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Vaccinium uliginosum	3		nna.stella	30-11-2021 15:08		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Dactylorhiza maculata	3		nna.stella	30-11-2021 15:08		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Platanthera hyperborea (Friggjargras)	3		nna.stella	30-11-2021 15:09		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Prunella vulgaris (Blákolla)	3		nna.stella	30-11-2021 15:09		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Arctostaphylos uva-ursi (Sortulyng)	3		nna.stella	30-11-2021 15:09		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Poa pratensis	3		nna.stella	30-11-2021 15:10		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Salix herbacea (Grasvíðir)	3		nna.stella	30-11-2021 15:10		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-02 - 30-08-2021 - 0	Harrimanella hypnoides (Mosalyng)	3		nna.stella	30-11-2021 15:11		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-03 - 30-08-2021 - 0	Avenella flexuosa (Bugðupuntur)	1		nna.stella	30-11-2021 15:19		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-03 - 30-08-2021 - 0	Agrostis capillaris (Hálíngresi)	3		nna.stella	30-11-2021 15:19		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-03 - 30-08-2021 - 0	Empetrum nigrum (Krækilyng)	3		nna.stella	30-11-2021 15:20		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-03 - 30-08-2021 - 0	Cerastium fontanum (Vegarfi)	3		nna.stella	30-11-2021 15:20		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-03 - 30-08-2021 - 0	Carex bigelowii	3		nna.stella	30-11-2021 15:20		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-03 - 30-08-2021 - 0	Nardus stricta (Finnungur)	3		nna.stella	30-11-2021 15:21		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-03 - 30-08-2021 - 0	Vaccinium myrtillus (Aðalbláberjalyng)	3		nna.stella	30-11-2021 15:21		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-03 - 30-08-2021 - 0	Equisetum arvense	3		nna.stella	30-11-2021 15:21		
13098 - Vöktun náttúruverndarsvæða - ÞR-FL-03 - 30-08-2021 - 0	Alchemilla alpina (Ljónslappi)	3		nna.stella	30-11-2021 15:22		
