Subplot	Taxon	Cover	Comments	Insert user	Insert time	Update user	Update time
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 1	Plantago maritima (Kattartunga)	2		nave.huldaba	11-10-2022 13:10		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 1	Stellaria humifusa (Lágarfi)	4		nave.huldaba	11-10-2022 13:10		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 1	Puccinellia coarctata (Varpafitjungur)	4		nave.huldaba	11-10-2022 13:10		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 1	Agrostis stolonifera (Skriðlíngresi)	1		nave.huldaba	11-10-2022 13:10		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 1	Carex mackenziei (Skriðstör)	1		nave.huldaba	11-10-2022 13:11		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 3	Plantago maritima (Kattartunga)	2		nave.huldaba	11-10-2022 13:22		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 3	Stellaria humifusa (Lágarfi)	3		nave.huldaba	11-10-2022 13:23		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 3	Puccinellia coarctata (Varpafitjungur)	4		nave.huldaba	11-10-2022 13:23		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 3	Agrostis stolonifera (Skriðlíngresi)	1		nave.huldaba	11-10-2022 13:24		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 4	Plantago maritima (Kattartunga)	2		nave.huldaba	11-10-2022 13:28		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 4	Stellaria humifusa (Lágarfi)	3		nave.huldaba	11-10-2022 13:28		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 4	Puccinellia coarctata (Varpafitjungur)	5		nave.huldaba	11-10-2022 13:29		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 4	Agrostis stolonifera (Skriðlíngresi)	2		nave.huldaba	11-10-2022 13:29		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 5	Plantago maritima (Kattartunga)	3		nave.huldaba	11-10-2022 13:31		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 5	Puccinellia coarctata (Varpafitjungur)	4		nave.huldaba	11-10-2022 13:32		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 5	Stellaria humifusa (Lágarfi)	3		nave.huldaba	11-10-2022 13:32		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 5	Agrostis stolonifera (Skriðlíngresi)	2		nave.huldaba	11-10-2022 13:33		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 6	Plantago maritima (Kattartunga)	3		nave.huldaba	11-10-2022 13:35		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 6	Stellaria humifusa (Lágarfi)	2		nave.huldaba	11-10-2022 13:35		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 6	Puccinellia coarctata (Varpafitjungur)	4		nave.huldaba	11-10-2022 13:35		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 6	Agrostis stolonifera (Skriðlíngresi)	2		nave.huldaba	11-10-2022 13:36		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 6	Festuca rubra (Vingull)	2		nave.huldaba	11-10-2022 13:36		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 8	Plantago maritima (Kattartunga)	4		nave.huldaba	11-10-2022 13:39		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 8	Stellaria humifusa (Lágarfi)	2		nave.huldaba	11-10-2022 13:39		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 8	Puccinellia coarctata (Varpafitjungur)	4		nave.huldaba	11-10-2022 13:40		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 8	Agrostis stolonifera (Skriðlíngresi)	2		nave.huldaba	11-10-2022 13:40		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 8	Poa pratensis	1		nave.huldaba	11-10-2022 13:40		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 0	Carex lyngbyei (Gulstör)	•		nave.huldaba	11-10-2022 13:43		
13098 - Vöktun náttúruverndarsvæða - VF-06 - 09-08-2022 - 0	Carex mackenziei (Skriðstör)	•		nave.huldaba	11-10-2022 13:44		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 1	Carex lyngbyei (Gulstör)	5		nave.huldaba	11-10-2022 13:51		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 1	Caltha palustris (Hófsóley)	1		nave.huldaba	11-10-2022 13:52		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 1	Cardamine pratensis (Hrafnaklukka)	+		nave.huldaba	11-10-2022 13:52		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 1	Epilobium palustre (Mýradúnurt)	1		nave.huldaba	11-10-2022 13:53		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 1	Agrostis stolonifera (Skriðlíngresi)	2		nave.huldaba	11-10-2022 13:53		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 1	Festuca rubra (Vingull)	•		nave.huldaba	11-10-2022 13:53		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 3	Stellaria borealis (Línarfi)	+	ath	nave.huldaba	11-10-2022 14:39	nave.huldaba	17-10-2022 13:25
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 3	Carex lyngbyei (Gulstör)	4		nave.huldaba	11-10-2022 14:40		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 3	Calamagrostis neglecta (Hálmgresi)	+		nave.huldaba	11-10-2022 14:40		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 3	Cardamine pratensis (Hrafnaklukka)	1		nave.huldaba	11-10-2022 14:44		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 3	Eriophorum angustifolium (Klófífa)	1		nave.huldaba	11-10-2022 14:46		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 3	Epilobium palustre (Mýradúnurt)	1		nave.huldaba	11-10-2022 14:46		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 3	Carex nigra (Mýrastör)	+		nave.huldaba	11-10-2022 14:46		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 3	Agrostis stolonifera (Skriðlíngresi)	2		nave.huldaba	11-10-2022 14:47		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 3	Carex mackenziei (Skriðstör)	+		nave.huldaba	11-10-2022 14:47		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 3	Carex canescens (Blátoppastör)	+		nave.huldaba	11-10-2022 14:47		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Stellaria borealis (Línarfi)	+	ath	nave.huldaba	11-10-2022 14:51	nave.huldaba	11-10-2022 14:51
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Avenella flexuosa (Bugðupuntur)	+		nave.huldaba	11-10-2022 14:52		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Carex lyngbyei (Gulstör)	3		nave.huldaba	11-10-2022 14:52		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Carex rariflora (Hengistör)	3		nave.huldaba	11-10-2022 14:52		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Caltha palustris (Hófsóley)	1		nave.huldaba	11-10-2022 14:53		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Cardamine pratensis (Hrafnaklukka)	1		nave.huldaba	11-10-2022 14:53		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Epilobium palustre (Mýradúnurt)	1		nave.huldaba	11-10-2022 14:53		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Agrostis stolonifera (Skriðlíngresi)	2		nave.huldaba	11-10-2022 14:54		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Rumex acetosa	•		nave.huldaba	11-10-2022 14:54		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Festuca rubra (Vingull)	•		nave.huldaba	11-10-2022 14:54		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Luzula multiflora	•		nave.huldaba	11-10-2022 14:55		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Carex canescens (Blátoppastör)	+		nave.huldaba	11-10-2022 14:55		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 4	Taraxacum (Túnfíflar)	+		nave.huldaba	11-10-2022 14:55		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 5	Carex lyngbyei (Gulstör)	5		nave.huldaba	11-10-2022 15:01		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 5	Calamagrostis neglecta (Hálmgresi)	+		nave.huldaba	11-10-2022 15:01		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 5	Agrostis stolonifera (Skriðlíngresi)	1		nave.huldaba	11-10-2022 15:01		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 6	Stellaria borealis (Línarfi)	1	ath	nave.huldaba	11-10-2022 15:03	nave.huldaba	11-10-2022 15:09
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 6	Carex lyngbyei (Gulstör)	4		nave.huldaba	11-10-2022 15:10		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 6	Calamagrostis neglecta (Hálmgresi)	1		nave.huldaba	11-10-2022 15:10		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 6	Cardamine pratensis (Hrafnaklukka)	1		nave.huldaba	11-10-2022 15:10		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 8	Stellaria borealis (Línarfi)	+	ath	nave.huldaba	11-10-2022 15:17	nave.huldaba	11-10-2022 15:18
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 8	Carex lyngbyei (Gulstör)	5		nave.huldaba	11-10-2022 15:18		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 8	Calamagrostis neglecta (Hálmgresi)	1		nave.huldaba	11-10-2022 15:18		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 8	Cardamine pratensis (Hrafnaklukka)	+		nave.huldaba	11-10-2022 15:19		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 8	Carex nigra (Mýrastör)	+		nave.huldaba	11-10-2022 15:19		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 0	Comarum palustre (Engjarós)	•		nave.huldaba	11-10-2022 15:28		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 0	Phleum alpinum (Fjallafoxgras)	•		nave.huldaba	11-10-2022 15:31		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 0	Galium verum (Gulmaðra)	•		nave.huldaba	11-10-2022 15:31		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 0	Rhinanthus minor	•		nave.huldaba	11-10-2022 15:45		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 0	Agrostis vinealis (Týtulíngresi)	•		nave.huldaba	11-10-2022 15:46		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 0	Epilobium alsinifolium (Lindadúnurt)	•		nave.huldaba	11-10-2022 15:47		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 0	Poa pratensis	•		nave.huldaba	11-10-2022 15:47		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 0	Luzula spicata (Axhæra)	•		nave.huldaba	11-10-2022 15:48		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 0	Leontodon autumnalis (Skarifífill)	•		nave.huldaba	11-10-2022 15:50		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 0	Anthoxanthum odoratum (Ilmreyr)	•		nave.huldaba	11-10-2022 15:50		
13098 - Vöktun náttúruverndarsvæða - VF-65-03 - 09-08-2022 - 0	Platanthera hyperborea (Friggjargras)	•		nave.huldaba	11-10-2022 15:51		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 1	Comarum palustre (Engjarós)	1		nave.huldaba	14-10-2022 13:27		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 1	Carex lyngbyei (Gulstör)	+		nave.huldaba	14-10-2022 13:27		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 1	Salix phylicifolia (Gulvíðir)	1		nave.huldaba	14-10-2022 13:27		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 1	Cardamine pratensis (Hrafnaklukka)	1		nave.huldaba	14-10-2022 13:28		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 1	Eriophorum angustifolium (Klófífa)	2		nave.huldaba	14-10-2022 13:28		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 1	Bistorta vivipara (Kornsúra)	+		nave.huldaba	14-10-2022 13:28		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 1	Epilobium palustre (Mýradúnurt)	+		nave.huldaba	14-10-2022 13:28		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 1	Carex nigra (Mýrastör)	2		nave.huldaba	14-10-2022 13:29		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 1	Equisetum palustre (Mýrelfting)	2		nave.huldaba	14-10-2022 13:29		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 1	Festuca rubra (Vingull)	+		nave.huldaba	14-10-2022 13:29		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 1	Cerastium fontanum (Vegarfi)	+		nave.huldaba	14-10-2022 13:29		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Equisetum variegatum (Beitieski)	•		nave.huldaba	14-10-2022 13:32		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Comarum palustre (Engjarós)	2		nave.huldaba	14-10-2022 13:32		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Carex lyngbyei (Gulstör)	+		nave.huldaba	14-10-2022 13:33		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Caltha palustris (Hófsóley)	2		nave.huldaba	14-10-2022 13:33		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Cardamine pratensis (Hrafnaklukka)	•		nave.huldaba	14-10-2022 13:33		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Eriophorum angustifolium (Klófífa)	+		nave.huldaba	14-10-2022 13:33		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Bistorta vivipara (Kornsúra)	+		nave.huldaba	14-10-2022 13:34		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Epilobium palustre (Mýradúnurt)	1		nave.huldaba	14-10-2022 13:34		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Carex nigra (Mýrastör)	2		nave.huldaba	14-10-2022 13:34		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Equisetum palustre (Mýrelfting)	2		nave.huldaba	14-10-2022 13:34		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Carex rostrata (Tjarnastör)	+		nave.huldaba	14-10-2022 13:35		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Luzula multiflora	2		nave.huldaba	14-10-2022 13:35		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Cerastium fontanum (Vegarfi)	+		nave.huldaba	14-10-2022 13:35		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 3	Petasites hybridus (Hrossafífill)	+		nave.huldaba	14-10-2022 13:36		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 4	Comarum palustre (Engjarós)	3		nave.huldaba	14-10-2022 13:38		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 4	Carex lyngbyei (Gulstör)	2		nave.huldaba	14-10-2022 13:38		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 4	Caltha palustris (Hófsóley)	2		nave.huldaba	14-10-2022 13:38		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 4	Cardamine pratensis (Hrafnaklukka)	1		nave.huldaba	14-10-2022 13:39		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 4	Epilobium palustre (Mýradúnurt)	1		nave.huldaba	14-10-2022 13:39		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 4	Carex nigra (Mýrastör)	2		nave.huldaba	14-10-2022 13:39		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 4	Equisetum palustre (Mýrelfting)	2		nave.huldaba	14-10-2022 13:39		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 4	Agrostis stolonifera (Skriðlíngresi)	+		nave.huldaba	14-10-2022 13:40		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 4	Festuca rubra (Vingull)	•		nave.huldaba	14-10-2022 13:40		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 4	Petasites hybridus (Hrossafífill)	2		nave.huldaba	14-10-2022 13:40		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 5	Equisetum variegatum (Beitieski)	•		nave.huldaba	14-10-2022 13:43		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 5	Comarum palustre (Engjarós)	3		nave.huldaba	14-10-2022 13:43		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 5	Carex lyngbyei (Gulstör)	3		nave.huldaba	14-10-2022 13:43		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 5	Caltha palustris (Hófsóley)	1		nave.huldaba	14-10-2022 13:43		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 5	Cardamine pratensis (Hrafnaklukka)	1		nave.huldaba	14-10-2022 13:44		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 5	Eriophorum angustifolium (Klófífa)	+		nave.huldaba	14-10-2022 13:44		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 5	Epilobium palustre (Mýradúnurt)	1		nave.huldaba	14-10-2022 13:44		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 5	Carex nigra (Mýrastör)	2		nave.huldaba	14-10-2022 13:44		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 5	Equisetum palustre (Mýrelfting)	2		nave.huldaba	14-10-2022 13:45		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 5	Carex rostrata (Tjarnastör)	+		nave.huldaba	14-10-2022 13:45		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 5	Cerastium fontanum (Vegarfi)	1		nave.huldaba	14-10-2022 13:45		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Comarum palustre (Engjarós)	4		nave.huldaba	14-10-2022 13:47		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Carex lyngbyei (Gulstör)	3		nave.huldaba	14-10-2022 13:48		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Caltha palustris (Hófsóley)	2		nave.huldaba	14-10-2022 13:48		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Cardamine pratensis (Hrafnaklukka)	2		nave.huldaba	14-10-2022 13:48		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Eriophorum angustifolium (Klófífa)	1		nave.huldaba	14-10-2022 13:48		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Bistorta vivipara (Kornsúra)	•		nave.huldaba	14-10-2022 13:49		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Epilobium palustre (Mýradúnurt)	1		nave.huldaba	14-10-2022 13:49		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Carex nigra (Mýrastör)	1		nave.huldaba	14-10-2022 13:49		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Equisetum palustre (Mýrelfting)	2		nave.huldaba	14-10-2022 13:49		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Agrostis stolonifera (Skriðlíngresi)	•		nave.huldaba	14-10-2022 13:50		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Cerastium fontanum (Vegarfi)	+		nave.huldaba	14-10-2022 13:50		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Petasites hybridus (Hrossafífill)	+		nave.huldaba	14-10-2022 13:50		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 6	Calamagrostis neglecta (Hálmgresi)	+		nave.huldaba	14-10-2022 13:51		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 8	Equisetum variegatum (Beitieski)	•		nave.huldaba	14-10-2022 13:54		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 8	Comarum palustre (Engjarós)	3		nave.huldaba	14-10-2022 13:54		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 8	Carex lyngbyei (Gulstör)	4		nave.huldaba	14-10-2022 13:54		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 8	Agrostis capillaris (Hálíngresi)	•		nave.huldaba	14-10-2022 13:55		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 8	Caltha palustris (Hófsóley)	+		nave.huldaba	14-10-2022 13:55		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 8	Cardamine pratensis (Hrafnaklukka)	+		nave.huldaba	14-10-2022 13:55		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 8	Bistorta vivipara (Kornsúra)	1		nave.huldaba	14-10-2022 13:55		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 8	Epilobium palustre (Mýradúnurt)	+		nave.huldaba	14-10-2022 13:56		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 8	Carex nigra (Mýrastör)	1		nave.huldaba	14-10-2022 13:56		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 8	Equisetum palustre (Mýrelfting)	2		nave.huldaba	14-10-2022 13:56		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 8	Cerastium fontanum (Vegarfi)	1		nave.huldaba	14-10-2022 13:57		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Vaccinium uliginosum	•		nave.huldaba	14-10-2022 13:58		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Salix arctica (Fjallavíðir)	•		nave.huldaba	14-10-2022 13:58		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Betula nana (Fjalldrapi)	•		nave.huldaba	14-10-2022 13:58		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Salix phylicifolia (Gulvíðir)	•		nave.huldaba	14-10-2022 13:59		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Carex rariflora (Hengistör)	•		nave.huldaba	14-10-2022 13:59		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Anthoxanthum odoratum (Ilmreyr)	•		nave.huldaba	14-10-2022 13:59		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Empetrum nigrum (Krækilyng)	•		nave.huldaba	14-10-2022 14:00		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Poa pratensis	•		nave.huldaba	14-10-2022 14:01		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Agrostis vinealis (Týtulíngresi)	•		nave.huldaba	14-10-2022 14:02		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Bartsia alpina (Smjörgras)	•		nave.huldaba	14-10-2022 14:02		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Salix herbacea (Grasvíðir)	•		nave.huldaba	14-10-2022 14:03		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Galium verum (Gulmaðra)	•		nave.huldaba	14-10-2022 14:05		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Selaginella selaginoides (Mosajafni)	•		nave.huldaba	14-10-2022 14:05		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Thalictrum alpinum (Brjóstagras)	•		nave.huldaba	14-10-2022 14:05		
13098 - Vöktun náttúruverndarsvæða - VF-40-01 - 09-08-2022 - 0	Pinguicula vulgaris (Lyfjagras)	•		nave.huldaba	14-10-2022 14:06		
13098 - Vöktun náttúruverndarsvæða - VF-41-09 - 10-08-2022 - 1	Vaccinium uliginosum	2		nave.huldaba	14-10-2022 15:17		
13098 - Vöktun náttúruverndarsvæða - VF-41-09 - 10-08-2022 - 1	Thalictrum alpinum (Brjóstagras)	+		nave.huldaba	14-10-2022 15:17		
13098 - Vöktun náttúruverndarsvæða - VF-41-09 - 10-08-2022 - 1	Carex rariflora (Hengistör)	•		nave.huldaba	14-10-2022 15:17		
13098 - Vöktun náttúruverndarsvæða - VF-41-09 - 10-08-2022 - 1	Menyanthes trifoliata (Horblaðka)	3		nave.huldaba	14-10-2022 15:18		
13098 - Vöktun náttúruverndarsvæða - VF-41-09 - 10-08-2022 - 1	Anthoxanthum odoratum (Ilmreyr)	•		nave.huldaba	14-10-2022 15:18		
13098 - Vöktun náttúruverndarsvæða - VF-41-09 - 10-08-2022 - 1	Bistorta vivipara (Kornsúra)	1		nave.huldaba	14-10-2022 15:18		
