id,taxon_id,insert_user,insert_time,update_user,update_time
2339,7258,kjartan,2013-10-25T14:47:22Z,NA,NA
2340,7259,kjartan,2013-10-25T14:47:22Z,NA,NA
2341,7260,kjartan,2013-10-25T14:47:22Z,NA,NA
2342,8077,kjartan,2013-10-25T14:47:22Z,NA,NA
2343,19431,kjartan,2013-10-25T14:47:22Z,NA,NA
2344,19432,kjartan,2013-10-25T14:47:22Z,NA,NA
2345,19433,kjartan,2013-10-25T14:47:22Z,NA,NA
2346,19434,kjartan,2013-10-25T14:47:22Z,NA,NA
2347,19435,kjartan,2013-10-25T14:47:22Z,NA,NA
2348,8046,kjartan,2013-10-25T14:47:22Z,NA,NA
2349,7269,kjartan,2013-10-25T14:47:22Z,NA,NA
2350,7270,kjartan,2013-10-25T14:47:22Z,NA,NA
2351,19436,kjartan,2013-10-25T14:47:22Z,NA,NA
2352,19437,kjartan,2013-10-25T14:47:22Z,NA,NA
2353,19438,kjartan,2013-10-25T14:47:22Z,NA,NA
2354,19439,kjartan,2013-10-25T14:47:22Z,NA,NA
2355,7315,kjartan,2013-10-25T14:47:22Z,NA,NA
2356,7322,kjartan,2013-10-25T14:47:22Z,NA,NA
2357,19440,kjartan,2013-10-25T14:47:22Z,NA,NA
2358,7314,kjartan,2013-10-25T14:47:22Z,NA,NA
2359,7324,kjartan,2013-10-25T14:47:22Z,NA,NA
2360,19441,kjartan,2013-10-25T14:47:22Z,NA,NA
2361,19442,kjartan,2013-10-25T14:47:22Z,NA,NA
2362,19443,kjartan,2013-10-25T14:47:22Z,NA,NA
2363,19444,kjartan,2013-10-25T14:47:22Z,NA,NA
2364,19445,kjartan,2013-10-25T14:47:22Z,NA,NA
2365,7881,kjartan,2013-10-25T14:47:22Z,NA,NA
2366,7880,kjartan,2013-10-25T14:47:22Z,NA,NA
2367,7882,kjartan,2013-10-25T14:47:22Z,NA,NA
2368,7883,kjartan,2013-10-25T14:47:22Z,NA,NA
2369,11389,kjartan,2013-10-25T14:47:22Z,NA,NA
2370,11390,kjartan,2013-10-25T14:47:22Z,NA,NA
2371,11391,kjartan,2013-10-25T14:47:22Z,NA,NA
2372,11392,kjartan,2013-10-25T14:47:22Z,NA,NA
2373,11396,kjartan,2013-10-25T14:47:22Z,NA,NA
2374,11397,kjartan,2013-10-25T14:47:22Z,NA,NA
2375,11400,kjartan,2013-10-25T14:47:22Z,NA,NA
