id,plot_id,image_path,comments,insert_user,insert_time,update_user,update_time
438,2983,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Kringilsárrani/U16/IMG_4224.JPG.info,NA,na.margret,2022-12-09T14:25:01Z,NA,NA
439,2983,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Kringilsárrani/U16/IMG_4225.JPG.info,NA,na.margret,2022-12-09T14:25:03Z,NA,NA
440,2984,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KSM17/IMG_4270.JPG.info,NA,na.margret,2022-12-13T13:16:22Z,NA,NA
441,2984,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KSM17/IMG_4271.JPG.info,NA,na.margret,2022-12-13T13:16:35Z,NA,NA
442,2984,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KSM17/IMG_4272.JPG.info,NA,na.margret,2022-12-13T13:16:43Z,NA,NA
443,2984,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KSM17/IMG_4273.JPG.info,NA,na.margret,2022-12-13T13:16:46Z,NA,NA
444,2984,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KSM17/IMG_4274.JPG.info,NA,na.margret,2022-12-13T13:16:52Z,NA,NA
445,2984,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KSM17/IMG_4275.JPG.info,NA,na.margret,2022-12-13T13:17:00Z,NA,NA
446,2985,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-02/IMG_3408.JPG.info,NA,na.margret,2022-12-13T14:51:18Z,NA,NA
447,2985,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-02/IMG_3409.JPG.info,NA,na.margret,2022-12-13T14:57:48Z,NA,NA
448,2985,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-02/IMG_3410.JPG.info,NA,na.margret,2022-12-13T14:57:59Z,NA,NA
449,2985,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-02/IMG_3411.JPG.info,NA,na.margret,2022-12-13T14:58:02Z,NA,NA
450,2985,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-02/IMG_3412.JPG.info,NA,na.margret,2022-12-13T14:58:09Z,NA,NA
451,2985,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-02/IMG_3413.JPG.info,NA,na.margret,2022-12-13T14:58:16Z,NA,NA
452,2985,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-02/IMG_3406.JPG.info,NA,na.margret,2022-12-13T14:58:18Z,NA,NA
453,2985,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-02/IMG_3407.JPG.info,NA,na.margret,2022-12-13T14:58:26Z,NA,NA
454,2986,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-01/IMG_3429.JPG.info,NA,na.margret,2022-12-14T08:36:37Z,NA,NA
455,2986,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-01/IMG_3430.JPG.info,NA,na.margret,2022-12-14T08:36:45Z,NA,NA
456,2986,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-01/IMG_3431.JPG.info,NA,na.margret,2022-12-14T08:36:51Z,NA,NA
457,2986,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-01/IMG_3432.JPG.info,NA,na.margret,2022-12-14T08:36:51Z,NA,NA
458,2986,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-01/IMG_3433.JPG.info,NA,na.margret,2022-12-14T08:37:05Z,NA,NA
459,2986,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-01/IMG_3434.JPG.info,NA,na.margret,2022-12-14T08:37:12Z,NA,NA
460,2986,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-01/IMG_3435.JPG.info,NA,na.margret,2022-12-14T08:37:18Z,NA,NA
461,2986,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-01/IMG_3436.JPG.info,NA,na.margret,2022-12-14T08:37:21Z,NA,NA
462,2986,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Álftafjörður/HF-65-01/IMG_3437.JPG.info,NA,na.margret,2022-12-14T08:37:26Z,NA,NA
842,3102,http://fotoware.ni.is/fotoweb/archives/5006-Natturustofur/Voktun Natturuverndarsvaeda/Sudausturland/Grænifjallgarður/2024/E07-3/IMG_3069.jpeg.info,NA,nattsa.holmfridur,2024-09-11T14:15:29Z,NA,NA
463,3028,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_6082.jpg.url,Subplot 1,nsv.sigrdur,2023-08-18T16:35:16Z,nsv.sigrdur,2023-08-21T11:50:42Z
464,3028,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_6083.jpg.url,Subplot 2,nsv.sigrdur,2023-08-21T11:09:18Z,nsv.sigrdur,2023-08-21T11:50:49Z
465,3028,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_6084.jpg.url,Subplot 3,nsv.sigrdur,2023-08-21T11:14:19Z,nsv.sigrdur,2023-08-21T11:51:00Z
466,3028,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_6085.jpg.url,Subplot 4,nsv.sigrdur,2023-08-21T11:20:19Z,nsv.sigrdur,2023-08-21T11:51:08Z
467,3028,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_6086.jpg.url,Subplot 5,nsv.sigrdur,2023-08-21T11:24:46Z,nsv.sigrdur,2023-08-21T11:51:16Z
468,3028,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_6087.jpg.url,Subplot 6,nsv.sigrdur,2023-08-21T11:34:48Z,nsv.sigrdur,2023-08-21T11:51:19Z
469,3029,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_6122.jpg.url,Subplot 1,nsv.sigrdur,2023-08-21T11:53:48Z,NA,NA
470,3029,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_6123.jpg.url,Subplot 3,nsv.sigrdur,2023-08-21T11:59:18Z,NA,NA
471,3029,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_6124.jpg.url,Subplot 5,nsv.sigrdur,2023-08-21T12:09:49Z,NA,NA
472,3029,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_6125.jpg.url,Subplot 6,nsv.sigrdur,2023-08-21T12:13:04Z,NA,NA
473,3030,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_5829.jpg.url,Subplot 1,nsv.sigrdur,2023-08-21T12:40:40Z,NA,NA
474,3030,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_5831.jpg.url,Subplot 2,nsv.sigrdur,2023-08-21T12:44:16Z,NA,NA
475,3030,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_5832.jpg.url,Subplot 3,nsv.sigrdur,2023-08-21T12:47:07Z,NA,NA
476,3030,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_5833.jpg.url,Subplot 6,nsv.sigrdur,2023-08-21T12:59:42Z,NA,NA
477,3031,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_5849.jpg.url,Subplot 1,nsv.sigrdur,2023-08-21T13:19:19Z,NA,NA
478,3031,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_5850.jpg.url,Subplot 3,nsv.sigrdur,2023-08-21T13:28:19Z,NA,NA
479,3031,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_5851.jpg.url,Subplot 5,nsv.sigrdur,2023-08-21T13:33:37Z,NA,NA
480,3031,C:\Users\NTTRUS~1\AppData\Local\Temp\Drag to external systemIMG_5852.jpg.url,Subplot 6,nsv.sigrdur,2023-08-21T13:36:49Z,NA,NA
481,3027,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KVV84/IMG_9024.JPG.info,NA,na.margret,2023-08-21T14:33:09Z,NA,NA
482,3027,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KVV84/IMG_9025.JPG.info,NA,na.margret,2023-08-21T14:33:13Z,NA,NA
843,3102,http://fotoware.ni.is/fotoweb/archives/5006-Natturustofur/Voktun Natturuverndarsvaeda/Sudausturland/Grænifjallgarður/2024/E07-3/IMG_3070.jpeg.info,NA,nattsa.holmfridur,2024-09-11T14:15:31Z,NA,NA
483,3027,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KVV84/IMG_9020.JPG.info,NA,na.margret,2023-08-21T14:33:16Z,NA,NA
484,3027,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KVV84/IMG_9023.JPG.info,NA,na.margret,2023-08-21T14:33:23Z,NA,NA
485,3027,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KVV84/IMG_9021.JPG.info,NA,na.margret,2023-08-21T14:33:26Z,NA,NA
486,3027,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KVV84/IMG_9022.JPG.info,NA,na.margret,2023-08-21T14:33:46Z,NA,NA
487,3032,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM68/IMG_8977.JPG.info,NA,na.margret,2023-08-21T15:25:43Z,NA,NA
488,3032,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM68/IMG_8978.JPG.info,NA,na.margret,2023-08-21T15:25:46Z,NA,NA
489,3032,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM68/IMG_8979.JPG.info,NA,na.margret,2023-08-21T15:25:55Z,NA,NA
490,3032,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM68/IMG_8980.JPG.info,NA,na.margret,2023-08-21T15:26:02Z,NA,NA
491,3032,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM68/IMG_8981.JPG.info,NA,na.margret,2023-08-21T15:26:09Z,NA,NA
492,3032,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM68/IMG_8982.JPG.info,NA,na.margret,2023-08-21T15:26:15Z,NA,NA
493,3032,NA,NA,na.margret,2023-08-21T15:26:16Z,NA,NA
494,3033,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM35/IMG_9071.JPG.info,NA,na.margret,2023-08-22T11:39:20Z,NA,NA
495,3033,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM35/IMG_9072.JPG.info,NA,na.margret,2023-08-22T11:39:50Z,NA,NA
496,3033,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM35/IMG_9073.JPG.info,NA,na.margret,2023-08-22T11:39:57Z,NA,NA
497,3033,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM35/IMG_9074.JPG.info,NA,na.margret,2023-08-22T11:40:00Z,NA,NA
498,3033,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM35/IMG_9075.JPG.info,NA,na.margret,2023-08-22T11:40:05Z,NA,NA
499,3033,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KMM35/IMG_9076.JPG.info,NA,na.margret,2023-08-22T11:40:08Z,NA,NA
500,3034,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KST52/IMG_9060.JPG.info,NA,na.margret,2023-08-22T13:27:18Z,NA,NA
501,3034,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KST52/IMG_9059.JPG.info,NA,na.margret,2023-08-22T13:27:20Z,NA,NA
502,3034,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KST52/IMG_9058.JPG.info,NA,na.margret,2023-08-22T13:27:23Z,NA,NA
503,3034,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KST52/IMG_9055.JPG.info,NA,na.margret,2023-08-22T13:27:27Z,NA,NA
504,3034,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KST52/IMG_9057.JPG.info,NA,na.margret,2023-08-22T13:27:30Z,NA,NA
505,3034,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KST52/IMG_9056.JPG.info,NA,na.margret,2023-08-22T13:27:35Z,NA,NA
506,3036,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KKB39/IMG_9007.JPG.info,NA,na.margret,2023-08-23T16:12:08Z,NA,NA
507,3036,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KKB39/IMG_9010.JPG.info,NA,na.margret,2023-08-23T16:12:30Z,NA,NA
508,3036,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KKB39/IMG_9008.JPG.info,NA,na.margret,2023-08-23T16:12:33Z,NA,NA
509,3036,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KKB39/IMG_9004.JPG.info,NA,na.margret,2023-08-23T16:12:35Z,NA,NA
510,3036,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KKB39/IMG_9005.JPG.info,NA,na.margret,2023-08-23T16:12:38Z,NA,NA
511,3036,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Austurland/Vesturöræfi/KKB39/IMG_9006.JPG.info,NA,na.margret,2023-08-23T16:12:38Z,NA,NA
513,3035,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-1 2023 Yfirlit B.jpeg.info,NA,nattsa.alfur,2023-08-25T13:40:33Z,NA,NA
514,3035,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-1 2023 Yfirlit 2.jpeg.info,NA,nattsa.alfur,2023-08-25T13:41:03Z,NA,NA
515,3035,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-1 2023 Yfirlit 1.jpeg.info,NA,nattsa.alfur,2023-08-25T13:41:09Z,NA,NA
516,3035,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-1 2023 Yfirlit 3.jpeg.info,NA,nattsa.alfur,2023-08-25T13:41:10Z,NA,NA
517,3035,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-1 2023 Yfirlit 4.jpeg.info,NA,nattsa.alfur,2023-08-25T13:41:12Z,NA,NA
518,3035,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-1 2023 Yfirlit A.jpeg.info,NA,nattsa.alfur,2023-08-25T13:41:14Z,NA,NA
519,3037,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-3 2023 Yfirlit 2.jpeg.info,NA,nattsa.alfur,2023-08-25T13:42:56Z,NA,NA
520,3037,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-3 2023 Yfirlit 3.jpeg.info,NA,nattsa.alfur,2023-08-25T13:42:57Z,NA,NA
521,3037,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-3 2023 Yfirlit 4.jpeg.info,NA,nattsa.alfur,2023-08-25T13:43:01Z,NA,NA
522,3037,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-3 2023 Yfirlit A.jpeg.info,NA,nattsa.alfur,2023-08-25T13:43:02Z,NA,NA
523,3037,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-3 2023 Yfirlit 1.jpeg.info,NA,nattsa.alfur,2023-08-25T13:43:03Z,NA,NA
524,3037,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G03-3 2023 Yfirlit B.jpeg.info,NA,nattsa.alfur,2023-08-25T13:43:08Z,NA,NA
525,3038,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G15-3 2023 Yfirlit 1.jpeg.info,NA,nattsa.alfur,2023-08-25T13:45:29Z,NA,NA
526,3038,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G15-3 2023 Yfirlit 2.jpeg.info,NA,nattsa.alfur,2023-08-25T13:45:31Z,NA,NA
527,3038,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G15-3 2023 Yfirlit B.jpeg.info,NA,nattsa.alfur,2023-08-25T13:45:33Z,NA,NA
528,3038,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G15-3 2023 Yfirlit 3.jpeg.info,NA,nattsa.alfur,2023-08-25T13:45:35Z,NA,NA
529,3038,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G15-3 2023 Yfirlit A.jpeg.info,NA,nattsa.alfur,2023-08-25T13:45:36Z,NA,NA
530,3038,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G15-3 2023 Yfirlit 4.jpeg.info,NA,nattsa.alfur,2023-08-25T13:45:40Z,NA,NA
531,3039,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-3 2023  Yfirlit 1.jpeg.info,NA,nattsa.alfur,2023-08-25T13:48:54Z,NA,NA
532,3039,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-3 2023 Yfirlit B.jpeg.info,NA,nattsa.alfur,2023-08-25T13:48:55Z,NA,NA
533,3039,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-3 2023 Yfirlit 4.jpeg.info,NA,nattsa.alfur,2023-08-25T13:48:57Z,NA,NA
534,3039,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-3 2023 Yfirlit A.jpeg.info,NA,nattsa.alfur,2023-08-25T13:48:59Z,NA,NA
535,3039,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-3 2023 Yfirlit 3.jpeg.info,NA,nattsa.alfur,2023-08-25T13:49:00Z,NA,NA
536,3039,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-3 2023 Yfirlit 2.jpeg.info,NA,nattsa.alfur,2023-08-25T13:49:02Z,NA,NA
537,3040,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-4 2023 Yfirlit B.jpeg.info,NA,nattsa.alfur,2023-08-25T13:50:22Z,NA,NA
538,3040,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-4 2023 Yfirlit 1.jpeg.info,NA,nattsa.alfur,2023-08-25T13:50:26Z,NA,NA
539,3040,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-4 2023 Yfirlit A.jpeg.info,NA,nattsa.alfur,2023-08-25T13:50:28Z,NA,NA
540,3040,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-4 2023 Yfirlit 3.jpeg.info,NA,nattsa.alfur,2023-08-25T13:50:29Z,NA,NA
541,3040,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-4 2023 Yfirlit 4.jpeg.info,NA,nattsa.alfur,2023-08-25T13:50:31Z,NA,NA
542,3040,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Sudausturland/Grænifjallgarður/2023/G20-4 2023 Yfirlit 2.jpeg.info,NA,nattsa.alfur,2023-08-25T13:50:32Z,NA,NA
543,3053,NA,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Vestfirdir/Eyjur%20%C3%AD%20Brei%C3%B0arfir%C3%B0i/Akurey/AEY03/Yfirlitsmyndir/;o=fn,nave.huldaba,2023-11-21T09:32:24Z,NA,NA
544,3053,NA,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Vestfirdir/Eyjur%20%C3%AD%20Brei%C3%B0arfir%C3%B0i/Akurey/AEY03/Jar%C3%B0vegss%C3%BDni/;o=fn,nave.huldaba,2023-11-21T09:32:52Z,NA,NA
545,3047,NA,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Vestfirdir/%C3%96rlygsh%C3%B6fn/VF08/Yfirlitsmyndir/;o=fn,nave.huldaba,2023-11-21T09:42:24Z,NA,NA
546,3047,NA,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Vestfirdir/%C3%96rlygsh%C3%B6fn/VF08/Jar%C3%B0vegss%C3%BDni/;o=fn,nave.huldaba,2023-11-21T09:45:47Z,NA,NA
547,3049,NA,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Vestfirdir/%C3%96nundarfj%C3%B6r%C3%B0ur/VF59-01/Jar%C3%B0vegss%C3%BDni/;o=fn,nave.huldaba,2023-11-21T09:48:54Z,NA,NA
548,3049,NA,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Vestfirdir/%C3%96nundarfj%C3%B6r%C3%B0ur/VF59-01/Yfirlitsmyndir/;o=fn,nave.huldaba,2023-11-21T09:51:45Z,NA,NA
549,3049,NA,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Vestfirdir/%C3%96nundarfj%C3%B6r%C3%B0ur/VF59-01/Gr%C3%B3%C3%B0urrammar/IMG_5680_1.jpeg.info#c=%2Ffotoweb%2Farchives%2F5013-Voktun-Natturuverndarsvaeda%2FLandsvaedi%2FVestfirdir%2F%25C3%2596nundarfj%25C3%25B6r%25C3%25B0ur%2FVF59-01%2FGr%25C3%25B3%25C3%25B0urrammar%2F%3Bo%3Dfn,nave.huldaba,2023-11-21T09:51:54Z,NA,NA
550,3049,NA,http://fotoware.ni.is/fotoweb/archives/5013-Voktun-Natturuverndarsvaeda/Landsvaedi/Vestfirdir/%C3%96nundarfj%C3%B6r%C3%B0ur/VF59-01/Gr%C3%B3%C3%B0urrammar/IMG_5693_2.jpeg.info#c=%2Ffotoweb%2Farchives%2F5013-Voktun-Natturuverndarsvaeda%2FLandsvaedi%2FVestfirdir%2F%25C3%2596nundarfj%25C3%25B6r%25C3%25B0ur%2FVF59-01%2FGr%25C3%25B3%25C3%25B0urrammar%2F%3Bo%3Dfn,nave.huldaba,2023-11-21T09:52:24Z,NA,NA
